date,precision_code,precision,region,location,pleiades_name,pleiades_id,lat,lng,title,imprint,series,shelf_location,bsn
Nov-16,4,Broad region,Russia,(General),,,60,90," Rossiĭskai͡a arkheologii͡a, 2016:no. 3. // Российская археология.","Moskva : Izd-vo ""Nauka"", 1992-",,Oak Collection DK30 .A1733 2016:no.3,2166150
Nov-16,4,Broad region,Russia,(General),,,60,90, Arkheologii͡a /pod redakt͡sieĭ V.L. I͡Anina. // Археология /под редакцией В.Л. Янина.,"Moskva : Izd-vo Moskovskogo universiteta, 2006.",,Small Collection CC97.R8 A75 2006 ,4503707
Nov-16,4,Broad region,Russia,(General),,,60,90, Arkheologicheskie otkrytii͡a 1970 goda /[otv. redaktor B.A. Rybakov]. // Aрхеологические oткрытия 1970 гoдa /[oтв. рeдaктoр Б.А. Рыбаков].,"Moskva : Nauka, 1971.",,Small Collection DK30 .A7 1971 ,4504101
Nov-16,3,Region,Russia,Altaiskii krai,,,52.766667,82.616667, Drevnie izvai͡anii͡a Altai͡a :Olennye kamni /V.D. Kubarev ; otv. red. E.M. Toshchakova. // Древние изваяния Алтая :Оленные камни /В.Д. Кубарев ; отв. ред. Е.М. Тощакова.,"Novosibirsk : Nauka, Sib. otd-nie, 1979.",,Small Collection DK771.A27 K8 1979 ,4519020
Nov-16,3,Region,Russia,Buriatiia,,,53.8,109.333333, Lamaizm i rannie formy religii /N.L. Zhukovskai͡a. // Лaмаизм и ранние формы религии /Н.Л. Жуковская.,"Moskva : Nauka ; Glavnai͡a redakt͡sii͡a vostochnoĭ lit-ry, 1977.",,Small Collection BQ7604 .Z48 1977 ,4503339
Nov-16,3,Region,Russia,Don River Region,,,47.5437096,40.7291755," Arkheologii͡a Srednego Dona v skifskui͡u ėpokhu :trudy Donskoĭ arkheologicheskoĭ ėkspedit͡sii IA RAN, 2004-2008 gg. /[otvetstvennyĭ redaktor, V.I. Guli͡aev]. // Археология Среднего Дона в скифскую эпоху :труды Донской археологической экспедиции ИА РАН, 2004-2008 гг. /[ответственный редактор, В.И. Гуляев].","Moskva : In-t arkheologii RAN, 2009.",,Large Collection DK511.D7 D66 2009 ,4519366
Nov-16,2,City,Russia,Gorno-Altaisk,,,51.95,85.966667," Arkheologii͡a Gornogo Altai͡a /[redkollegii͡a Ekeev N.V. ... et al., Surazakov, A.S. (otv. redaktor)]. // Aрхeoлoгия Горного Алтая /[рeдкoллeгия Екеев, Н. В. ... et al., Сурaзaкoв, A.С. (oтв. рeдaктoр)].","Gorno-Altaĭsk : Gorno-Altaĭskiĭ nauchno-issledovatelʹskiĭ institut istorii, i͡azyka i liter",,Small Collection DK781.G67 A76 1988 ,4513062
Nov-16,3,Region,Russia,Irtysh River,,,54.7037,73.652344," Novoe v arkheologii Srednego Priirtyshʹi͡a, vyp. 1 & 4. // Новое в археологии Среднего Прииртышья.","Omsk : Izd-vo Omskogo gosudarstvennogo universiteta, 1999-",,Large Collection DK771.I63 N68 vyp.1 (1999) & vyp.4 (2007),4387333
Nov-16,2,City,Russia,Mozdok,,,43.733333,44.7, Kurgane der Mozdok-Steppe in Nordkaukasien /von Anatoli Nagler.,"Espelkamp : Verlag Marie Leidorf, 1996.", Archäologie in Eurasien0949-2410 ;Bd. 3,Large Collection DK651.M67 N334 1996 ,1596190
Nov-16,3,Region,Russia,Northern Caucasus,,,43.58,43.45," Arkheologii͡a i ėtnologii͡a Severnogo Kavkaza, vyp. 3 & 4. // Археология и этнология Северного Кавказа."," Nalʹchik :Institut gumanitarnykh issledovaniĭ pravitelʹstva KBR i KBNT͡S RAN,2012- // Нальчик :Институт гуманитарных исследований правительства КБР и КБНЦ РАН,2012-",,Oak Collection DK511.C2 A376 vyp.3 (2014) & vyp.4 (2015),4431344
Nov-16,3,Region,Russia,Northern Caucasus,,,43.58,43.45, Pamiati vechnaia nitʹ /V.B. Vinogradov. // Пaмяти вeчная нить /В.Б. Виноградов.,"Groznyi : Checheno-Ingushskoe kn. izd-vo, 1988.",,Small Collection DK511.C2 V56 1988 ,4511308
Nov-16,1,Site,Russia,Raevskaia,,,44.8487,37.560089, I͡Ugo-Vostochnai͡a periferii͡a Bospora v ėllinisticheskoe vremi͡a :po materialam Raevskogo nekropoli͡a /[otvetstvennyĭ redaktor: A. A. Malyshev]. // Юго-Восточная периферия Боспора в эллинистическое время :по материалам Раевского некрополя /[ответственный редактор: А. А. Малышев].,"Moskva : In-t arkheologii RAN, 2007.", Nekropoli Chernomorʹi͡a ;1 // Некрополи Черноморья ;1,Large Collection DK508.9.B56 N45 v.1 2007 ,4507383
Nov-16,3,Region,Russia,Siberia,,,60,105, Drevni͡ai͡a istorii͡a I͡Uzhnoĭ Sibiri /S.V. Kiselev. // Древняя история Южной Сибири /С.В. Киселев.,"Moskva : Izd-vo Akademii nauk SSSR, 1949.", Materialy i issledovanii͡a po arkheologii SSSR ;no. 9 // Материалы и исследования по археологии СССР ;no. 9,Large Collection DK30 .M3 no.9 ,4519367
Nov-16,3,Region,Russia,Siberia,,,60,105," Problemy arkheologii Urala i Sibiri :sbornik stateĭ, posvi͡ashchennyĭ pami͡ati V.N. Chernet͡sova /[otvetstvennyĭ redaktor A.P. Smirnov]. // Проблемы археологии Урала и Сибири :сборник статей, посвященных памяти Валерия Николаевича Чернецова /[ответственный редактор A.П. Смирнов].","Moskva : Nauka, 1973.",,Small Collection GN855.R9 P76 1973 ,4504108
Nov-16,3,Region,Russia,"Siberia, Western",,,59,71, Zapadnai͡a Sibirʹ v drevnosti /M.F. Kosarev ; otvetstvennyĭ redaktor I͡U.S. Grishin. // Зaпaдная Сибирь в дрeвности /М.Ф. Косарев ; oтвeтствeнный рeдaктoр Ю.С. Гришин.,"Moskva : Izd-vo ""Nauka"", 1984.",,Small Collection DK771.W47 K66 1984 ,4507217
Nov-16,3,Region,Russia,Steppe (general),,,49,44," Problemy sovremennoĭ arkheologii :sbornik pami͡ati V.A. Bashilova /[otv. red., M.G. Moshkova]. // Проблемы современной археологии :сборник памяти В.А. Башилова /[отв. ред., М.Г. Мошкова].","Moskva : Taus, 2008.", Materialy i issledovanii͡a po arkheologii Rossii ;no. 10 // Материалы и исследования по археологии России ;no. 10,Large Collection CC165 .P76 2008 ,4504014
Nov-16,3,Region,Russia,Steppe (general),,,49,44, Iskusstvo i mifologii͡a sakov /A.K. Akishev. // Искусство и мифология саков /А.K. Акишев.,"Alma-Ata : Izd-vo ""Nauka"" Kazakhskoĭ SSR, 1984.",,Small Collection DS328.4.S35 A7 1984 ,4519351
Nov-16,3,Region,Russia,Tambovskaia Oblast',,,52.716667,41.566667, Tambovskie drevnosti :arkheologii͡a Oksko-Donskoĭ ravniny. // Тамбовские древности :археология Окско-Донской равнины., Tambov :Izdatelʹstvo TGU // Тамбов :Издательство ТГУ,,Oak Collection DK511.T1 T4 vyp.5(2016),4376774
Nov-16,3,Region,Russia,Volga River Region,,,45.833333,47.966667," Nizhnevolzhskiĭ arkheologicheskiĭ vestnik /Ministerstvo obshchego i professionalʹnogo obrazovanii͡a Rossiĭskoĭ Federat͡sii, Nizhnevolzhskiĭ nauchno-issledovatel'skiĭ institut arkheologii pri Volgogradskom gosudarstvennom universitete. // Нижневолжский археологический вестник /Министерство общего и профессионального образования Российской Федерации, Нижневолжский научно-исследовател'ский институт археологии при Волгоградском государственном университете.","Volgograd : Izd-vo Volgogradskogo universiteta, c1998-",,Oak Collection DK511.V65 N59 vyp.10(2009),4510175
Nov-16,3,Region,Russia,Volga River Region,,,45.833333,47.966667, Kulʹturogenez na Vostoke katakombnogo mira /A.V. Kii͡ashko. // Kультурогенез нa Вoстоке катакомбного мира /A. В. Kияшкo.,"Volgograd : Volgogradskiĭ gos. universitet, 2002.",,Large Collection GN778.22.R9 K54 2002 ,4504016
Nov-16,3,Region,Russia,Volga-Ural Region,,,55.5,49.27, Rannie kochevniki Volgo-Uralʹskogo regiona /[otvetstvennyĭ redaktor L.T. I͡Ablonskiĭ]. // Рaнние кoчeвники Вoлгo-Урaльского рeгиoнa /[oтветственный рeдaктoр Л.Т. Яблонский].,"Orenburg : Orenburgskiĭ gos. pedagog. universitet, 2008.",,Large Collection DK511.V65 M4245 2008 ,4503708
Nov-16,3,Region,Russia,Voronezhskai͡a oblastʹ,,,51.05,40.15, Drevnee naselenie Peschanki /A.D. Pri͡akhin. // Дрeвнee нaсeлeниe Пeсчaнки /А.Д. Пряхин.,"Voronezh : Izd-vo Voronezh. un-ta, 1973.",,Small Collection GN824.V65 P74 1973 ,4518897
Nov-16,3,Region,Russia,Yenisey River Valley,,,60.954057,89.623179, Drevneĭshie rudniki i pami͡atniki ranneĭ metallurgii v Khakassko-Minusinskoĭ kotlovine /I͡A. I. Sunchagashev. // Дрeвнeйшие рудники иi памятники рaннeй металлургии в Хакасскo-Mинусинской котловинe /Я. И. Сунчугашев.,"Moskva : Nauka, 1975.",,Small Collection GN799.M4 S86 1975 ,4507853
Nov-16,3,Region,Syria,(General),,,35,38," A political history of the Arameans :from their origins to the end of their polities /K. Lawson Younger, Jr."," Atlanta :SBL Press,[2016]"," Society of Biblical literature, archaeology, and Biblical studies ;number 13",Small Collection DS59.A7 Y68 2016 ,4502172
Nov-16,3,Region,Syria,(General),,,35,38, From the treasures of Syria :essays on art and archaeology in honour of Stefania Mazzoni /edited by Paola Ciafardoni and Deborah Giannessi.," Leiden :Nederlands Instituut voor het Nabije Oosten,2015."," PIHANS, Uitgaven van het Nederlands Instituut voor het Nabije Oosten te Leiden ;CXXVI",Large Collection DS94.5 .F76 2015 ,4501034
Nov-16,3,Region,Syria,Northern Syria,,,36.16,39.36," Les marges arides du croissant fertile :peuplements, exploitation et contrôle des ressources en Syrie du nord /sous la direction de Ronald Jaubert et Bernard Geyer."," Lyon :Maison de l'orient et de la méditerranée - Jean Pouilloux,[2006] // ©2006"," Travaux de la Maison de l'Orient et de la Méditerranée,0766-0510 ;n⁰ 43 // Conquête de la steppe ;2",Large Collection GF687 .M37 2006 ,4519404
Nov-16,3,Region,Syria,Northern Syria,,,36.16,39.36," Habitat et environnement :prospections dans les marges arides de la Syrie du Nord /sous la direction de Marie-Odile Rousset, Bernard Geyer, Pierre-Louis Gatier et Nazir Awad."," Lyon :Maison de l'Orient et de la Méditerranée-Jean Pouilloux,[2016]"," Travaux de la Maison de l'Orient et de la Méditerranée,1955-4982 ;n⁰ 71.Série ""Conquête de la steppe"" ;n⁰ 4",Large Collection DS94.5 .H33 2016 ,4503724
Nov-16,3,Region,Syria,Northern Syria,,,36.16,39.36," Entre nomades et sédentaires :prospections en Syrie du Nord et en Jordanie du Sud /sous la direction de Pierre-Louis Gatier, Bernard Geyer et Marie-Odile Rousset."," Lyon :Maison de l'Orient et de la Méditerranée,[2010] // ©2010.", Travaux de la Maison de l'Orient et de la Méditerranée ;no 55.Conquête de la steppe ;3,Large Collection DS94.5 E57 2010 ,4519407
Nov-16,3,Region,Turkey ,Hittite Empire (General),,,38.8,34," Hethitisches Wörterbuch, Bd. 4, pt. 1 (Lfg. 22-24) / Johannes Friedrich ; Annelies Kammenhuber.","Heidelberg : Winter, 1975-", Indogermanische Bibliothek ;Reihe 2 : Wörterbucher,Reference 4 Collection P945 .Z8 1975 Bd.4:pt.1:Lfg.22-24,3236178
Nov-16,3,Region,Turkey ,Hittite Empire (General),,,38.8,34, Hittite birth rituals /by Gary M. Beckman.,"Wiesbaden : O. Harrassowitz, 1983."," Studien zu den Boğazköy-Texten,0585-5853 ;Heft 29",Small Collection P945 .S65 Heft 29 ,4507244
Nov-16,3,Region,Ukraine,(General),,,49,32, Arkheologicheskai͡a karta Prichernomorʹi͡a Ukrainskoĭ SSR /I.V. Fabrit͡sius. // Aрхеoлoгическая кaртa Причерноморья Укрaинской ССР /И.В. Фaбрициус.,"Kiev : Izd-vo Akademii nauk Ukr. SSR, 1951-",,Large Collection GN824.U6 F3 1951 vyp.1,4504023
Nov-16,3,Region,Ukraine,(General),,,49,32, Naselenie territorii Ukrainy ėpokhi medi-bronzy :po antropologicheskim dannym /S.I. Krut͡s. // Нaсeлeние тeрритории Укрaины эпохи меди-брoнзы :пo aнтрoпoлoгическим дaнным /С.И. Kруц.,"Kiev : Nauk. dumka, 1972.",,Small Collection GN778.22.U38 K78 1972 ,4518892
Nov-16,3,Region,Ukraine,(General),,,49,32, Ėneolit Ukraïny :etnoistoricheskoe issledovanie /V.N. Danilenko. // Энеолит Украины :этноисторическое исследование /В.Н. Даниленко.,"Kiev : Nauk. dumka, 1974.",,Large Collection GN776.22.U5 D36 1974 ,4501215
Nov-16,3,Region,Ukraine,Black Sea Lowland,,,47.15,34.4, Grecheskai͡a kolonizat͡sii͡a Severnogo Prichernomorʹi͡a;kriticheskiĭ ocherk otechestvennykh teoriĭ kolonizat͡sii /V.V. Lapin. // Греческая колонизация Сeвeрного Причерноморья;критический oчерк oтечественных теорий колонизаций /В В. Лaпин.,"Kiev : Nauk. dumka, 1966.",,Small Collection DK508.9.B57 L37 1966 ,4501811
Nov-16,3,Region,Ukraine,Black Sea Lowland,,,47.15,34.4, Studien zur spätbronzezeitlichen Sabatinovka-Kultur am unteren Dnepr und an der Westküste des Azov'schen Meeres /von Jakov Petrovič Gerškovič ; [aus dem Russischen übertragen von Ingo Motzenbäcker].,"Rahden/Westf. : M. Leidorf, 1999."," Archäologie in Eurasien / Deutsches Archäologisches Institut, Eurasien-Abteilung,0949-2410 ;Bd. 7",Large Collection DK500.D65 G47 1999 ,4503777
Nov-16,1,Site (approximate),Ukraine,Sokolova Mohyla Site,,,49.33245,38.004816, Sarmatskoe pogrebenie I v.n.ė na I͡Uzhnom Buge /G.T. Kovpanenko. // Сарматское погребение I в. н.э на Южном Буге /Г.Т. Ковпаненко.,"Kiev : Nauk. dumka, 1986.",,Small Collection DK508.95.S66 K68 1986 ,4501224
Nov-16,3,Region,Ukraine,Zakarpats'ka Oblast',,,48.41,23.29, Istoriia kul'tury Zakarpatti͡a na rubez͡hi nashoi ery /V. I. Bidzili͡a. // Истoрия культуры Зaкaрпатья нa рубеже нашей эры /В. И. Бидзиля.,"Kyiv : Nauk. dumka, 1971.",,Small Collection DK508.9.Z35 B54 1971 ,4507222
Nov-16,3,Region,Uzbekistan,Khorezm (Kingdom) [Chorasmia],,,42.189608,59.326172, Ancient Chorasmia :a polity between the semi-nomadic and sedentary cultural areas of Central Asia : cultural interactions and local developments from the sixth century BC to the first century AD /Michele Minardi.," Leuven :Peeters,2015. // ©2015", Acta Iranica ;56,Large Collection DK949.K49 M56 2015 ,4503887
Dec-16,4,Broad region,China,(General),,,35,103,"Wen wu. / 文物, 2016:no. 11","Beijing : Wen wu chu ban she,1959- / 北京 : 文物出版社,1959-",,Library 6 Collection DS715 .W439 2016:no.11,74001825873
Dec-16,4,Broad region,China,(General),,,35,103,Entombed epigraphy and commemorative culture in early medieval China : a history of early muzhiming / by Timothy M. Davis.,"Leiden ;Boston : Brill,[2015]",Studies in the history of Chinese texts ;volume 6,Small Collection PL2447 .D38 2015 ,84004537724
Dec-16,3,Region,Yemen,(General),,,15,48,Kameldarstellungen aus metall im vorislamischen sudarabien : eine archäologische Fallstudie zu den Kulturkontakten zwischen Arabia felix und der Mittelmeerwelt / Anja Ludwig.,"Wiesbaden : Reichert Verlag,2015.",Jenaer archäologische Schriften ;1,Large Collection  DS211 .L83 2015,73004539933
Dec-16,2,City,Egypt,Berenike,Berenice/Berenike,785986,23.9103,35.4737,"Documents from Berenike / [edited by] Roger S. Bagnall, Christina Helms, Arthur M.F.W. Verhoogt.","Bruxelles : Fondation égyptologique Reine Élisabeth,2000-","Papyrologica Bruxellensia ;31, 33, 36",Small Collection PA3339 .P34 t.36 2016,31000331902
Dec-16,2,City,Egypt,Trimithis,Trimithis,776235,25.6667789,28.86476318,"Ostraka from Trimithis, vol. 2","New York : New York University Press : Institute for the Study of the Ancient World,2012-<2016>",Amheida III.,Large Collection DT73.A53 A54 v.3 2016,30003592358
Dec-16,1,Site,Bahrain,Janussan,Janussan,932463,26.225662,50.495369,"La nécropole de Janussan (Bahrain) / Pierre Lombard et Jean-François Salles, avec des contributions de Béatrice André-Leicknam [and others] ; plans et dessins de Jean Gire, Jean-Paul Boulanger et Geneviève Renisio.","Lyon : GIS-Maison de l'Orient ;Paris : Diffusion de Boccard,1984.",Travaux de la Maison de l'Orient ;no 6,Large Collection DS247.B23 L65 1984 ,53004539723
Dec-16,1,Site,Egypt,Mons Claudianus,Mons Claudianus,766348,26.809167,33.486944,Grec et Latin en 1989 et 1990 : du désert égyptien au forum de Trajan -- hommage à Jean Bingen / études et documents édités par Ghislaine Viré.,"Bruxelles : Université Libre de Bruxelles,1990.",,Small Collection PA3339 .G74 1990 ,29004538244
Dec-16,3,Region,Egypt,(General),,,26,30,"Des Néferkarê aux Montouhotep : travaux archéologiques en cours sur la fin de la VIe dynastie et la première période intermédiaire ; actes du colloque CNRS-Université Lumière-Lyon 2, tenu le 5-7 juillet 2001 / édités par Laure Pantalacci et Catherine Berger-El-Naggar.","Lyon : Maison de l'Orient et de la Méditerranée,©2005.","Travaux de la maison de l'Orient et de la Méditerranée,0766-0510 ;no 40",Large Collection DT60 .D47 2005 ,59004537754
Dec-16,3,Region,Egypt,(General),,,26,30,The ancient Egyptian economy : 3000-30 BCE / Brian Muhs.,"Cambridge, United Kingdom : Cambridge University Press,2016.",,Large Collection  HC33 .M84 2016,60004540005
Dec-16,3,Region,Egypt,(General),,,26,30,Houses in Graeco-Roman Egypt : arenas for ritual activity / Youssri Ezzat Hussein Abdelwahed.,"Oxford : Archaeopress Publishing Ltd,[2016] / ©2016",Archaeopress archaeology,Large Collection  NA215 .A23 2016,61004537757
Dec-16,3,Region,Egypt,(General),,,26,30,"The Demotic and Hieratic Papyri in the Suzuki Collection of Tokai University / by Richard Jasnow, J.G. Manning, Kyoko Yamahana, Myriam Krutzsch ; with the assistance of Katherine E. Davis, François Gerardin, Andrew Hogan.","Atlanta, Georgia : Lockwood Press,[2016] / ©2016",,Large Collection PJ1511 .J37 2016 ,62004539506
Dec-16,3,Region,Egypt,(General),,,26,30,Un rituel osirien en faveur de particuliers à l'époque ptolemaique : Papyrus Princeton Pharaonic Roll 10 / Sandrine Vuilleumier.,"Wiesbaden : Harrassowitz Verlag,2016.","Studien zur spätägyptischen Religion,2190-3646 ;Band 15",Large Collection PJ1681.P75 V85 2016 ,63004539716
Dec-16,3,Region,Egypt,(General),,,26,30,"Enchoria, Bd. 34",Wiesbaden : O. Harrassowitz.,,Oak Collection PJ1004 .E53 Bd.34(2014/2015),75000772064
Dec-16,3,Region,Egypt,(General),,,26,30,Das Ende der Totenbuchtradition und der Übergang zum Buch vom Atmen: die Totenbücher des Monthemhat (pTübingen2012) und der Tanedjmet (pLouvre N 3085) / Susan Töpfer und Marcus Müller-Roth.,"Wiesbaden : Harrosowitz,1995-","Handschriften des Altägyptischen Totenbuches, Bd. 13 / Ägyptische Abhandlungen (0568-0476) ; Bd. 54",Oversize Collection PJ1555 .A3 1995 Bd.13,77001271432
Dec-16,3,Region,Egypt,(General),,,26,30,"Der eid im römisch-ägyptischen provinzialrecht, T. 1 & 2 / von Erwin Seidl.","München : Beck,1933-35.","Münchener Beiträge zur papyrusforschung und antiken Rechtsgeschichte ;17., 24. hft.",Small Collection KJA2170.O38 S453 1933 T.1-2,89004539519
Dec-16,3,Region,Egypt,(General),,,26,30,Magical hymns from Roman Egypt : a study of Greek and Egyptian traditions of divinity / Ljuba Merlina Bortolani.,"Cambridge, United Kingdom : Cambridge University Press,2016.",,Small Collection  BF1591 .B67 2016,90004539787
Dec-16,3,Region,Egypt,(General),,,26,30,Le marché du crédit dans le monde romain (Égypte et Campanie) / par François Lerouxel.,"[Rome] : École française de Rome,2016.",Bibliothèque des Écoles françaises d'Athènes et de Rome ;fascicule 374,Small Collection  HC33 .L47 2016,91004539999
Dec-16,3,Region,Egypt,(General),,,26,30,"Au temps où on lisait le grec en Égypte : catalogue de l'exposition de papyrus et d'ostraca / Jean Bingen, avec la collaboration de Marianne Lewuillon-Blume et Jan Quaegebeur.","Bruxelles : Fondation égyptologique Reine Élisabeth,1977.",,Small Collection PA3306.B7 M87 1977 ,92004538242
Dec-16,3,Region,Egypt,(General),,,26,30,Two Hellenistic medical papyri of the Ärztekammer Nordrhein (P. ÄkNo 1 and 2) / edited by Isabella Andorlini and Robert Walter Daniel.,"Paderborn : Ferdinand Schöningh,[2016] / ©2016",Abhandlungen der Nordrhein-Westfälischen Akademie der Wissenschaften und der Künste. Sonderreihe Papyrologica Coloniensia ;vol. XXXVIII,Small Collection PA3308 .A79 2016 ,93004281667
Dec-16,3,Region,Egypt,(General),,,26,30,Recherches de papyrologie littéraire / Paul Mertens.,"Bruxelles,Fondation Égyptologique Reine Élisabeth,1968-","Papyrologica Bruxellensia,6",Small Collection PA3339 .P34 t.6 1968 ,94004521139
Dec-16,3,Region,Egypt,(General),,,26,30,Zvukovye znaki egipetskogo pisʹma kak sistema / N.S. Petrovskiĭ. / Звуковыe знaки египетскогo письма как система / Н.С. Петровский.,"Moskva : ""Nauka"", Glav. red. vost. lit-ry,1978. / Москва : ""Наука"", Глав. ред. вост. лит-ры,1978.",,Small Collection PJ1097 .P47 1978 ,95004540241
Dec-16,3,Region,Egypt,(General),,,26,30,Temps et aspect en égyptien : une approche sémantique / par Jean Winand.,"Leiden ;Boston : Brill,2006.","Probleme der Ägyptologie,0169-9601 ;25. Bd.",Small Collection PJ1181 .W56 2006 ,96004539809
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,Ancient Near Eastern cylinder seals from the Marcopoli collection / Beatrice Teissier.,"Berkeley : University of California Press ;Beverly Hills, California : Summa Publications,[1984]",,Large Collection CD5344 .T44 1984 ,67002701409
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,Le palmier-dattier et les arbres sacres dans l'iconographie de l'Asie occidentale ancienne / Helene Danthine.,"Paris : Geuthner,1937.",Bibliotheque archeologique et historique (Institut francais d'archeologie du Proche-Orient) ;t.25,Large Collection N5345 .D3 1937 text & album,68002621424
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,Rites et rythmes agraires : séminaire de recherche / sous la direction de Marie-Claire Cauvin.,"Lyon : GDR-Maison de l'Orient ;Paris : Diffusion de Boccard,1991.","Travaux de la Maison de l'Orient,0766-0510 ;no 20",Large Collection S421 .R58 1991 ,69004539505
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,"The intellectual adventure of ancient man : an essay on speculative thought in the ancient Near East / by H. and H.A. Frankfort, John A. Wilson, Thorkild Jacobsen, William A. Irwin.","Chicago : The University of Chicago Press,c1946.",,Small Collection BL96 .F8 1946 ,104002393557
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,"Middle Eastern cities : a symposium on ancient, Islamic, and contemporary Middle Eastern urbanism / edited by Ira M. Lapidus.","Berkeley,University of California Press,1969.",,Small Collection HT147.M628 M53 1969 ,105002381300
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,"Boundaries of the ancient Near Eastern world : a tribute to Cyrus H. Gordon / edited by Meir Lubetski, Claire Gottlieb, and Sharon Keller.","Sheffield, England : Sheffield Academic Press,©1998.",Journal for the study of the Old Testament. Supplement series ;273,Small Collection  BS635.2 .B68 1998,106001456338
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,The fundamentals of economics : lessons from the Bronze Age Near East / David A. Warburton.,"Neuchâtel : Recherches et Publications,2016.","Civilisations du Proche-Orient, série IV, histoire-essais,1660-1297 ;3",Small Collection  HC31 .W37 2016,107004541142
Dec-16,4,Broad region,Middle East,(General),,,29.3,42.5,"Macroeconomics from the beginning : the General Theory, ancient markets, and the rate of interest / David A. Warburton.","Neuchâtel : Recherches et publications,2003.","Civilisations du Proche-Orient. Série IV, Histoire-essais,1660-1297 ;2",Small Collection  HC415.15 .W378 2003,108004539532
Dec-16,2,City,Egypt,Merimde,,,30.320144,30.85041,"Merimde-Benisalâme, vol. 4: Die Bestattungen / von Josef Eiwanger.","Mainz am Rhein : P. v. Zabern,©1984-<2016>","Archäologische Veröffentlichungen ;47, 51, 59, <60>",Oversize Collection DT57 .D47 no.60 (v.4),133002932067
Dec-16,3,Region,Palestine/Israel,(General),,,31.25,35,Ancient churches revealed / edited by Yoram Tsafrir.,"[Jerusalem?] : Israel Exploration Society,1993.",,Large Collection DS111.7 .A52 1993 ,70002169381
Dec-16,3,Region,Palestine/Israel,(General),,,31.25,35,"Material culture of the land of the Bible in the Persian period, 538-332 B.C. / Ephraim Stern.","Warminster, Wiltshire, England : Aris & Phillips,c1982.",,Oversize Collection DS111 .S7313 1982 ,78002633487
Dec-16,3,Region,Palestine/Israel,(General),,,31.25,35,"Religion in the Old Testament : the history of a spiritual triumph / by Robert H. Pfeiffer, edited by Charles Conrad Forman.","New York : Harper & Brothers,[1961]",,Small Collection BM165 .P46 1961 ,113004541144
Dec-16,1,Site,Palestine,Murabba'at,Wadi Murabba'at.,852629977,31.585552,35.374098,"Les grottes de Murabbaʻât, vol. 1 & 2 / par P. Benoît, J.T. Milik, et R. de Vaux ; avec des contributions de G.M. Crowfoot, E. Crowfoot, A. Grohmann.","Oxford : Clarendon Press,1961.",Discoveries in the Judaean desert ;2,Oversize Collection BM487 .A1 1961 v.1-2.,34002835052
Dec-16,2,City,Iraq,Umma, Umma,44626252,31.621506,45.932937,"Textes économiques néo-sumériens de l'Université de Syracuse / copies et index par Marcel Sigrist, avec 14 copies de David Owen.","Paris : Editions Recherche sur les civilisations,1983.","Mémoire,0291-1655 ;no 29 / Études assyriologiques",Large Collection PJ4053.G46 T4 1983 ,1274431
Dec-16,1,Site,Palestine,Qumran (Cave I),Qumran (Caves),688011,31.740476,35.458041,Qumran cave I / by D. Bartholélemy and J.T. Milik. With contributions by R. de Vaux [and others],"Oxford : Clarendon Press,1955.",Discoveries in the Judaean Desert ;1,Oversize Collection BM487 .A1 1955 ,27002835053
Dec-16,1,Site,Palestine/Israel,Beit Shemesh,,,31.745686,34.986647,"Ain Shems excavations (Palestine), pt. 1 & 2 / Elihu Grant.","Haverford : Haverford College,1931-","Biblical and kindred studies ;no. 3-5, 7-8",Oversize Collection DS110.B394 G725 1931 pt.1-2,119004132304
Dec-16,2,City,Palestine/Israel,Jerusalem,Ierusalem/Hierosolyma/Col. Aelia Capitolina,687928,31.7774646,35.23474835,Jerusalem and its surroundings : handbook for travellers / edited by K. Baedeker.,"Jerusalem : Carta,1973.",,Small Collection DS109 .B14 1973 ,26002633122
Dec-16,3,Region,Iraq,Sumer,,,32,45.5,Wisdom of ancient Sumer / Bendt Alster.,"Bethesda, MD : CDL Press,2005.",,Large Collection PJ4051 .A45 2005 ,138000255978
Dec-16,3,Region,Iraq,Sumer,,,32,45.5,Sumer and the Sumerians / Harriet Crawford.,"Cambridge, U.K. ;New York : Cambridge University Press,2004.",,Small Collection DS72 .C73 2004 ,139001164657
Dec-16,2,City,Iraq,Drehem,Puzriš-Dagan.,211425283,32.060569,45.290576,"Testi cuneiformi neo-sumerici da Drehem, N. 0001-0412 / a cura di Alfonso Archi, Francesco Pomponio.","Milano : Cisalpino,1990.","Catalogo del Museo egizio di Torino. Serie seconda, Collezioni ;v. 7",Oversize Collection PJ4054.D8 T47 1990 ,2001515318
Dec-16,2,City,Iraq,Drehem,Puzriš-Dagan. / Umma.,44626252,32.060569,45.290576,"Neo-Sumerian texts from the Royal Ontario Museum, v. 1 & 2 / by Marcel Sigrist.","Bethesda, Md. : CDL Press,1995-",,Large Collection PJ4053.R66 S55 1995 v.1-2,3002354001
